FID,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição
vw_pib_percapita.fid--33501df1_157d3a3b533_3473,3585,MINAS GERAIS,Itaverava,2010,26352.10742188,5749,4583.77001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3475,3031,MINAS GERAIS,Santo Antônio do Itambé,2010,21903.0703125,4651,4709.31982422,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3476,1852,CEARÁ,Massapê,2010,117690.34375,35388,3325.70996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_347e,3366,MINAS GERAIS,Dom Silvério,2010,35067.38671875,5475,6405,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_347f,2870,PERNAMBUCO,Igarassu,2010,1057750375,100191,10557.33984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3481,2566,PERNAMBUCO,Triunfo,2010,57674.40234375,15770,3657.2199707,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_348c,1211,PIAUÍ,Betânia do Piauí,2010,20683.73046875,6442,3210.76000977,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_348e,715,ALAGOAS,Arapiraca,2010,1658976875,210521,7880.33984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_348f,3845,RONDÔNIA,Alvorada D'Oeste,2010,159415.359375,17127,9307.83984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_349b,3401,MINAS GERAIS,Volta Grande,2010,52225.57421875,5402,9667.8203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_349c,3170,PERNAMBUCO,Jurema,2010,60705.8203125,15552,3903.40991211,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_349d,2271,PARÁ,Itupiranga,2010,188305.25,41541,4533,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34a0,2230,PARÁ,Castanhal,2010,1216351375,161497,7531.72998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34ab,396,RIO GRANDE DO SUL,Lagoa dos Três Cantos,2010,42162.55859375,1633,25819.08007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34ac,2636,PERNAMBUCO,Xexéu,2010,57439.78125,14887,3858.38989258,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34ad,2196,PARAÍBA,Santa Cecília,2010,28544.89453125,7244,3940.48999023,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34af,1997,RIO DE JANEIRO,Teresópolis,2010,2388092,162075,14734.49023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34cc,4820,SÃO PAULO,Santa Rita do Passa Quatro,2010,355026.28125,27557,12883.33984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34d1,3810,PARANÁ,Jardim Alegre,2010,94959.7421875,14976,6340.79003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34d9,3044,MINAS GERAIS,São Francisco de Paula,2010,51690.03515625,6384,8096.81005859,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34da,1947,RIO DE JANEIRO,Quatis,2010,201804.015625,13137,15361.5,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34e0,4027,MATO GROSSO,Indiavaí,2010,46319.65625,2679,17289.91015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34e2,4486,BAHIA,Ipecaetá,2010,48456.55859375,15888,3049.87988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34e9,2424,PARAÍBA,Pitimbu,2010,88103.703125,16832,5234.29980469,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34ea,3905,PARANÁ,Bituruna,2010,129179.7578125,16803,7687.89990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34f6,1752,MARANHÃO,Santa Luzia do Paruá,2010,160432.453125,20190,7946.12988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34f8,3485,PERNAMBUCO,Quixaba,2010,26894.39648438,7116,3779.42993164,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_34fc,4074,MATO GROSSO,Nova Canaã do Norte,2010,194756.0625,13237,14713.00976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_350a,2865,MINAS GERAIS,Bonfim,2010,43645.4921875,6902,6323.60009766,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3512,4353,SÃO PAULO,Uchoa,2010,132471.234375,9818,13492.69042969,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3513,4971,SANTA CATARINA,Sul Brasil,2010,33459.80859375,3150,10622.16015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3514,3084,MINAS GERAIS,São João do Pacuí,2010,20219.13476562,4223,4787.85986328,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3519,1638,MARANHÃO,Itapecuru Mirim,2010,213359.203125,56810,3755.65991211,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3521,2499,PARAÍBA,Guarabira,2010,383901125,56136,6838.77001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3523,3295,MINAS GERAIS,Cristais,2010,109473.796875,11269,9714.59960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3524,4992,SANTA CATARINA,Vargem,2010,36022.16015625,3187,11302.83984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3527,5559,AMAZONAS,Amaturá,2010,34505.6796875,8828,3908.65991211,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3536,5221,SANTA CATARINA,Braço do Trombudo,2010,84426.15625,3419,24693.23046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3537,1311,GOIÁS,São João d'Aliança,2010,100667.59375,8830,11400.62988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3548,3672,MINAS GERAIS,Laranjal,2010,43400.2734375,6568,6607.83984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3549,4873,SÃO PAULO,Tanabi,2010,296017.5625,24591,12037.63964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3556,460,RIO GRANDE DO SUL,Braga,2010,38229.2265625,3842,9950.34960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3557,1397,SERGIPE,Itabi,2010,29564.81640625,4827,6124.87988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3559,223,BAHIA,Ubaíra,2010,86636.703125,21428,4043.14990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3560,5261,PIAUÍ,Rio Grande do Piauí,2010,21421.19921875,6650,3221.22998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3561,229,BAHIA,Urandi,2010,77405.5546875,16289,4752.00976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3569,1836,RIO GRANDE DO NORTE,Serrinha dos Pintos,2010,19139.68164062,4504,4249.49023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_356a,1577,CEARÁ,Graça,2010,48560.41015625,15949,3044.72998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_356b,1996,RIO DE JANEIRO,Mangaratiba,2010,860850125,32533,26460.83007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_357a,865,TOCANTINS,Mateiros,2010,92554.96875,1802,51362.359375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_358a,950,PIAUÍ,Hugo Napoleão,2010,15036.78320312,3784,3973.7800293,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_358b,2706,MINAS GERAIS,Piedade de Caratinga,2010,39503.0390625,6937,5694.54003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3593,5306,TOCANTINS,Cariri do Tocantins,2010,58913.2734375,3738,15760.63964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3595,4645,SÃO PAULO,Mariápolis,2010,31623.21289062,3896,8116.83984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3596,5167,SANTA CATARINA,Anchieta,2010,86799.203125,6683,12988.05957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_359a,62,BAHIA,Mundo Novo,2010,96220.46875,25245,3811.4699707,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_359b,3844,RONDÔNIA,Nova Mamoré,2010,226439.9375,22337,10137.44042969,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35a4,1992,RIO DE JANEIRO,Guapimirim,2010,410782.46875,49748,8257.26953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35ba,4944,CEARÁ,Jardim,2010,91902.015625,26578,3457.82006836,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35bb,2886,PARANÁ,Santa Cecília do Pavão,2010,52511.83984375,3695,14211.58984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35c4,3056,PERNAMBUCO,Ilha de Itamaracá,2010,94137.2109375,18658,5045.41015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35c5,3480,PERNAMBUCO,Primavera,2010,68269.6796875,12364,5521.64990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35c7,588,AMAZONAS,Guajará,2010,63766.28515625,15031,4242.31982422,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35ce,2274,PARAÍBA,Boqueirão,2010,98568.1171875,16360,6024.95019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35cf,2553,PARAÍBA,Triunfo,2010,34377.05078125,9968,3448.73999023,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35d1,2654,MINAS GERAIS,Paraguaçu,2010,208498.34375,20429,10206,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35d4,4154,PARANÁ,Telêmaco Borba,2010,1230714875,69278,17764.86914062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35dc,4859,SÃO PAULO,Serra Negra,2010,314408.0625,25912,12133.69042969,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35dd,4371,BAHIA,Caravelas,2010,205351.859375,22115,9285.63964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35e1,5487,TOCANTINS,Lajeado,2010,20501.7421875,2204,9302.05957031,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35e8,371,RIO GRANDE DO SUL,Bozano,2010,36078.76171875,2361,15281.13964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35e9,4515,BAHIA,Itapicuru,2010,118382.15625,32563,3635.47998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35f8,90,SÃO PAULO,Mirassol,2010,773413.0625,54920,14082.54003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35f9,4781,SÃO PAULO,Ribeirão Corrente,2010,87870625,4216,20842.1796875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_35fa,5104,PARANÁ,General Carneiro,2010,151003.515625,15275,9885.66015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3609,441,RIO GRANDE DO SUL,São Sepé,2010,342808.21875,24353,14076.62988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_361e,1551,CEARÁ,Capistrano,2010,52476.46875,17033,3080.87011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_361f,1276,ESPIRITO SANTO,Mimoso do Sul,2010,232497.359375,27124,8571.65039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_362a,3261,MINAS GERAIS,Taiobeiras,2010,160162.15625,31333,5111.60986328,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_362f,3749,MINAS GERAIS,Miravânia,2010,19420.89257812,4998,3885.72998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3630,5273,SANTA CATARINA,Correia Pinto,2010,343976.8125,14842,23175.91015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_363b,5189,SANTA CATARINA,Cerro Negro,2010,29764.57421875,4045,7358.35986328,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3640,41,RIO GRANDE DO SUL,Morro Reuter,2010,74450.25,5985,12439.46972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3641,726,GOIÁS,Alvorada do Norte,2010,55964.19921875,8666,6457.89990234,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3659,3637,MINAS GERAIS,Juatuba,2010,770444.5625,20978,36726.30859375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3661,581,ESPIRITO SANTO,Dores do Rio Preto,2010,49223.80078125,6293,7821.99023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3668,1938,RIO DE JANEIRO,Conceição de Macabu,2010,175653.15625,20687,8490.99023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_368a,329,RIO GRANDE DO SUL,Camaquã,2010,1060406.25,62723,16906.1796875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_369e,5557,AMAZONAS,Careiro da Várzea,2010,112120.0625,24704,4538.54003906,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_36a8,3586,MINAS GERAIS,Itinga,2010,58555.12109375,15252,3839.17993164,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_36ab,333,AMAZONAS,Atalaia do Norte,2010,54603.19140625,14715,3710.7199707,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3715,510,RIO GRANDE DO SUL,Santa Margarida do Sul,2010,68161.2578125,2235,30497.2109375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3723,3055,PERNAMBUCO,Itaíba,2010,152252.21875,27631,5510.20019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3725,595,RIO GRANDE DO SUL,Jaquirana,2010,39487.2890625,4429,8915.62011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3732,4746,SÃO PAULO,Pitangueiras,2010,438054.46875,35441,12360.09960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3734,5091,SÃO PAULO,Suzano,2010,5559876.5,284356,19552.51953125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3742,1942,RIO DE JANEIRO,Bom Jardim,2010,360322.5,26549,13571.98046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3752,4518,BAHIA,Itarantim,2010,82294.8125,18375,4478.62988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3767,3346,PERNAMBUCO,Lajedo,2010,168724875,34809,4847.16015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3768,1511,CEARÁ,Jijoca de Jericoacoara,2010,64023.44140625,16880,3792.86010742,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3773,4263,SÃO PAULO,Cerquilho,2010,3092352.25,38199,80953.75,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3774,3661,PERNAMBUCO,São Joaquim do Monte,2010,87932.0546875,21872,4020.30004883,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3775,4428,SÃO PAULO,Avanhandava,2010,119166.8828125,12112,9838.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3777,1318,RIO GRANDE DO SUL,Xangri-lá,2010,160877.53125,11721,13725.58007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3778,483,RIO GRANDE DO SUL,Unistalda,2010,28591.38867188,2396,11932.96972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3786,2649,MINAS GERAIS,Palma,2010,41938.515625,6212,6751.20996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3793,5124,MATO GROSSO,Nortelândia,2010,69248.6640625,6272,11040.91992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3795,2323,MATO GROSSO,Juína,2010,450454.84375,39708,11344.1796875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37c8,477,RIO GRANDE DO SUL,Alegrete,2010,1123318.5,78984,14222.09960938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37e3,4044,PARANÁ,Itambé,2010,86111.015625,6082,14158.33984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37e7,2075,RIO GRANDE DO NORTE,Coronel João Pessoa,2010,21530.4375,4993,4312.12011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37e9,3214,MINAS GERAIS,Coimbra,2010,43221.16015625,7209,5995.43994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37ea,5365,SANTA CATARINA,Jaborá,2010,62235.21484375,4129,15072.70996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37eb,4251,SÃO PAULO,Canitar,2010,35199875,4743,7421.43994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37f3,3697,MINAS GERAIS,Mariana,2010,1444840125,54689,26419.2109375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37fa,4854,SÃO PAULO,São Sebastião da Grama,2010,152929.140625,12990,11772.83984375,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_37fb,4057,PARANÁ,Ribeirão do Pinhal,2010,88980.2421875,13584,6550.37011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3803,4583,SÃO PAULO,Jacupiranga,2010,172416.0625,16322,10563.41992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_380a,1015,GOIÁS,Edéia,2010,268327.09375,10604,25304.33007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3818,3338,MINAS GERAIS,Urucânia,2010,91329.15625,10502,8696.36035156,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_381f,2059,MARANHÃO,Araioses,2010,132998.6875,39166,3395.77001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3828,2147,MINAS GERAIS,Pedra do Anta,2010,17767.02929688,3731,4762,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3834,810,ALAGOAS,Olho D'Água das Flores,2010,70390.265625,20555,3424.47998047,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3835,170,BAHIA,Seabra,2010,213669.90625,42175,5066.27001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_383b,909,PIAUÍ,Buriti dos Lopes,2010,72460.390625,19796,3660.36010742,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3847,1951,RIO DE JANEIRO,Itatiaia,2010,657369625,35577,18477.38085938,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3848,1329,GOIÁS,Serranópolis,2010,166530.421875,7813,21314.52929688,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3863,1733,SÃO PAULO,Jaguariúna,2010,2714575.75,41107,66036.8203125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3864,3531,PARANÁ,Boa Esperança do Iguaçu,2010,31648.30859375,2898,10920.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3868,3995,MATO GROSSO,Santo Antônio do Leste,2010,240566.609375,3573,67329.03125,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3875,3524,MINAS GERAIS,Ijaci,2010,231447125,6036,38344.44921875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3877,2061,MARANHÃO,Axixá,2010,36745.2265625,15203,2416.9699707,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3878,4396,BAHIA,Correntina,2010,637574.3125,32980,19332.15039062,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3885,2427,PARAÍBA,Pombal,2010,158469.953125,32443,4884.56982422,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3887,1492,CEARÁ,Chorozinho,2010,78034.9609375,18759,4159.87011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3888,5060,SÃO PAULO,Mairiporã,2010,1029388125,79155,13004.70996094,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_388e,4376,BAHIA,Catolândia,2010,22203.5390625,4059,5470.20019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_388f,3771,SÃO PAULO,Guaimbê,2010,41937.18359375,4740,8847.50976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3897,5028,TOCANTINS,Rio Sono,2010,32593.95703125,6366,5120.00976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38a5,1896,CEARÁ,Quixeramobim,2010,349781.71875,73517,4757.83007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38a8,2240,PARAÍBA,Congo,2010,30035.15429688,4930,6092.31982422,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38aa,3701,PERNAMBUCO,Buenos Aires,2010,51370.76171875,13675,3756.55004883,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38b4,2959,PERNAMBUCO,Ipubi,2010,109918.828125,27353,4018.5300293,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38b5,3446,MINAS GERAIS,Frei Lagonegro,2010,16006.06542969,3493,4582.33007812,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38b6,746,ACRE,Sena Madureira,2010,371556.0625,36166,10273.62988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38d0,1618,MARANHÃO,Esperantinópolis,2010,64343.0546875,18815,3419.77001953,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38d1,211,BAHIA,Teodoro Sampaio,2010,38678.0390625,8442,4581.62011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38d3,1358,AMAPÁ,Pedra Branca do Amapari,2010,104478.9921875,8182,12769.37011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38ee,5168,SANTA CATARINA,Angelina,2010,63321.44921875,5396,11734.88964844,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38f1,978,GOIÁS,Lagoa Santa,2010,15363.55761719,1346,11414.23046875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_38fd,2293,PARÁ,Moju,2010,234566.484375,68600,3419.34008789,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_390e,5099,PARANÁ,Agudos do Sul,2010,52750.92578125,8735,6039.02978516,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3911,504,RIO GRANDE DO SUL,Caseiros,2010,44075.60546875,3132,14072.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_391f,4516,BAHIA,Itapitanga,2010,38620.75390625,10376,3722.12011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3920,5235,PIAUÍ,São José do Peixe,2010,15313.89257812,3835,3993.18994141,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3921,256,BAHIA,Ribeira do Amparo,2010,46314.48046875,14621,3167.66992188,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3925,355,RIO GRANDE DO SUL,Camargo,2010,51100.84765625,2549,20047.41015625,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3926,2137,PARAÍBA,Várzea,2010,13316.390625,2568,5185.50976562,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3927,3662,PERNAMBUCO,São José da Coroa Grande,2010,72025.234375,18555,3881.7199707,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3928,4921,SANTA CATARINA,São Carlos,2010,146369.46875,10938,13381.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_392a,1828,MARANHÃO,Santo Antônio dos Lopes,2010,65007.71484375,14663,4433.45019531,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_392b,1105,MATO GROSSO,Porto Esperidião,2010,113256.6171875,9850,11498.12988281,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3944,5214,SANTA CATARINA,Bombinhas,2010,178943.96875,13695,13066.37011719,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_394a,4530,SÃO PAULO,Ilha Comprida,2010,97179.28125,10090,9631.25,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3954,4690,SÃO PAULO,Nova Luzitânia,2010,29767.0078125,3795,7843.74023438,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_3955,4316,BAHIA,Caém,2010,34143.12890625,10187,3351.63989258,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_395c,1920,RIO DE JANEIRO,Miracema,2010,236378.921875,26824,8812.21972656,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_395d,4627,SÃO PAULO,Lindóia,2010,67635.7421875,5974,11321.6796875,Produto Interno Bruto per capita
vw_pib_percapita.fid--33501df1_157d3a3b533_395e,3470,PERNAMBUCO,Parnamirim,2010,89271.609375,19850,4497.31005859,Produto Interno Bruto per capita
